num_players,player_stack,player_cards,pre_flop,flop,decision_flop,turn,decision_turn,river,decision_river,net_result,winners
4,10.0,3s 5d,"has, received, received, folds, does",,,,,,folded,-0.1,imJonny
6,10.0,5c 9c,"has, received, received, folds",Ah 7h 8h,,Jc,,4s,,-0.1,DiiMinores
6,21.5,Kh As,"received, received, raises",Kd 4s 5h,"bets, mucks, mucks",,,,,1.28,IlxxxlI
5,11.18,3c As,"received, received, folds, does",,,,,,folded,0.0,Irene13
5,9.36,7s 8c,"received, received, folds",Js 8s 5s,,Ah,,Jc,,0.0,maxxxim
6,11.99,Qd 6h,"received, received, folds, does",,,,,,folded,0.0,bingobangobongo
4,46.85,7c 5s,"received, received, folds, does",,,,,,folded,0.0,WeakAndWeary
6,11.99,9c 6d,"received, received, folds, does",,,,,,folded,0.0,muchachon
4,20.0,2h 2d,"received, received, folds, does",,,,,,folded,0.0,flyshark01
6,21.5,Kd,"has, received, received, calls",8c 9s Jd,checks,3d,"bets, mucks, mucks",,,1.37,IlxxxlI
5,46.85,3d Qs,"received, received, folds, does",,,,,,folded,0.0,St3p04ka
9,5.0,Qd Ad,"received, received, raises",4d Ks Kc,"bets, mucks, mucks",,,,,0.93,IlxxxlI
5,10.0,Ac,"has, received, received, raises",Kh 9s 9d,"bets, folds, does",,,,folded,-2.89,Cleveland23
3,11.14,Ah 6h,"has, received, received, calls",2c 8c 6d,calls,Qs,"folds, does",,folded,-1.7,imJonny
4,20.0,6s,"received, received, folds, does",,,,,,folded,0.0,DopeDope
6,20.39,5s 7c,"has, received, received, folds",Jh 4h Qs,,9d,,,,-0.25,"2badjack, WeakAndWeary"
5,11.18,Qh 3s,"received, received, folds",9s Kc 8d,,4h,,5h,,0.0,Irene13
5,12.24,7c,"has, received, received, calls, folds, does",,,,,,folded,-0.25,bingobangobongo
6,21.5,2d Jh,"received, received, folds, does",,,,,,folded,0.0,KingRey33
6,21.75,6s 9d,"has, received, received, folds",8s 2h As,,4h,,2c,,-0.25,Mikeygogogo
5,12.14,9c 7h,"has, received, received, mucks, mucks",,,,,,,0.1,IlxxxlI
4,10.2,Qs As,"received, received, raises",9d 5d 7c,checks,3s,"checks, folds, does",,folded,-0.62,shadow2323
9,5.0,9s,"received, received, folds, does",,,,,,folded,0.0,DaGg
5,11.18,8c,"received, received, folds, does",,,,,,folded,0.0,jbrew
5,9.36,8c 3h,"received, received, folds",6c Js 6d,,8h,,Qs,,0.0,MAK517
3,11.76,Qh Ks,"received, received, raises, folds, does",,,,,,folded,-0.62,imJonny
5,12.14,5d Jh,"received, received, folds, does",,,,,,folded,0.0,Irene13
4,10.2,6h Jd,"received, received, folds, does",,,,,,folded,0.0,ABMTLQC
5,46.85,3c Qh,"received, received, folds, does",,,,,,folded,0.0,ThxBro
5,11.28,9d 6h,"has, received, received, folds, does",,,,,,folded,-0.1,ABMTLQC
5,10.0,5d Ks,"received, received, folds",4s 9h 8d,,4h,,2h,,0.0,ABMTLQC
6,20.75,7h 7s,"received, received, raises, mucks, mucks",,,,,,,0.75,IlxxxlI
6,22.25,2h 7c,"has, received, received, folds, does",,,,,,folded,-0.5,Xobkcul
6,9.46,3h 6d,"has, received, received, folds, does",,,,,,folded,-0.1,maxxxim
4,10.3,9c 3s,"has, received, received, folds, does",,,,,,folded,-0.1,shadow2323
5,12.14,Qd 6c,"received, received, folds, does",,,,,,folded,0.0,bingobangobongo
2,11.14,Qc As,"received, received, raises",Ah 3s 2s,"bets, mucks, mucks",,,,,0.62,IlxxxlI
5,21.51,4h Qh,"has, received, received, calls",Ah 10s 6d,"checks, folds, does",,,,folded,-1.12,Prostodursen
4,10.55,6d,"has, received, received, folds, does",,,,,,folded,-0.25,ABMTLQC
5,47.35,As 6d,"has, received, received, folds, does",,,,,,folded,-0.5,St3p04ka
9,5.0,Ac 8c,"received, received, folds",7s 5s 9c,,,,,,0.0,BadOutfit
6,12.14,Kd 5h,"received, received, folds, does",,,,,,folded,0.0,Irene13
6,22.25,7d 2s,"received, received, folds, does",,,,,,folded,0.0,LsexyDon
3,10.0,9h 9d,"has, received, received, raises",2c Kd 6s,"bets, mucks, mucks",,,,,1.14,IlxxxlI
6,10.0,Jd 7d,"has, received, received, calls",10c 6h 4d,"checks, raises, mucks, mucks",,,,,1.28,IlxxxlI
5,20.76,Jh Kc,"received, received, raises, mucks, mucks",,,,,,,0.75,IlxxxlI
6,10.0,3d As,"received, received, folds, does",,,,,,folded,0.0,ABMTLQC
3,10.0,Qc 8d,"has, received, received, folds, does",,,,,,folded,-0.25,scotty8705
6,9.71,5d Kc,"has, received, received, folds",10s 8c 8d,,,,,,-0.25,NanielDegreanu
4,10.0,2c 4s,"received, received, folds",3d 3s Js,,8c,,,,0.0,TerryBall
4,20.75,Ac,"received, received, raises",7h 2c 6d,checks,2d,"checks, folds, does",,folded,-1.25,Fast
5,10.55,5h 8h,"received, received, folds",2d Qd 4s,,,,,,0.0,shadow2323
3,10.0,4d 6c,"received, received, folds, does",,,,,,folded,0.0,scotty8705
5,46.85,Jd Js,"has, received, received, mucks, mucks",,,,,,,0.5,IlxxxlI
9,5.0,5d Kc,"received, received, folds",5c Ks Kh,,,,,,0.0,BiGFck
5,10.55,2d Jd,"received, received, folds, does",,,,,,folded,0.0,TerryBall
6,22.25,Ah 4s,"received, received, folds, does",,,,,,folded,0.0,flyshark01
6,9.71,4s,"received, received, folds, does",,,,,,folded,0.0,NanielDegreanu
6,20.75,Qs 3h,"received, received, folds",Ac 2d 6s,,5h,,,,0.0,IgLa
4,20.75,4s 9s,"received, received, folds, does",,,,,,folded,0.0,Cellar
6,12.24,Jd 2d,"has, received, received, folds",Kd 9c 5h,,8s,,Qc,,-0.1,ABMTLQC
5,10.0,Qd 5d,"received, received, folds, does",,,,,,folded,0.0,Cleveland23
3,10.0,4s 3s,"received, received, folds",5c 5d Kc,,,,,,0.0,scotty8705
6,46.85,Jh 9d,"received, received, folds, does",,,,,,folded,0.0,41R5
6,10.0,2d,"received, received, folds",8c Kd 3s,,,,,,0.0,jbrew
6,20.75,7c 5d,"received, received, folds, does",,,,,,folded,0.0,WeakAndWeary
6,12.49,5d Jc,"has, received, received, folds, does",,,,,,folded,-0.25,TerryBall
6,20.76,Qc 7s,"received, received, folds",6h 3s Kd,,,,,,0.0,WeakAndWeary
6,20.0,Qh Ac,"received, received, raises, mucks, mucks",,,,,,,2.25,IlxxxlI
5,10.55,6s 4c,"received, received, folds",7s 3d 10c,,,,,,0.0,shadow2323
6,10.0,5c 7d,"received, received, folds, does",,,,,,folded,0.0,jbrew
4,21.0,8d Ad,"has, received, received, folds, does",,,,,,folded,-0.25,DopeDope
6,20.25,As Kh,"has, received, received, raises, mucks, mucks",,,,,,,0.5,IlxxxlI
3,10.0,7d Qd,"has, received, received, calls",4c 10h 9d,"checks, folds, does",,,,folded,-0.25,scotty8705
5,20.76,Jd 2c,"received, received, folds, does",,,,,,folded,0.0,38979
6,9.71,8h 9h,"received, received, folds",5d 9c Ks,,5h,,,,0.0,MAK517
6,20.0,9h 8d,"received, received, folds, does",,,,,,folded,0.0,Xobkcul
4,20.75,4h,"has, received, received, mucks, mucks",,,,,,,0.25,IlxxxlI
6,46.85,2d 5d,"received, received, folds, does",,,,,,folded,0.0,St3p04ka
5,10.0,5d Ks,"has, received, received, folds",Qh 9h 3h,,,,,,-0.1,TerryBall
3,10.0,2d 9s,"has, received, received, checks",6s 6d 8h,"folds, does",,,,folded,-0.25,scotty8705
5,10.0,8h 4s,"received, received, folds, does",,,,,,folded,0.0,ABMTLQC
5,10.65,Qd 4c,"has, received, received, folds, does",,,,,,folded,-0.1,shadow2323
9,5.0,3d 7d,"received, received, folds",10d 4d 5h,,8d,,7s,,0.0,GTB2017
6,20.0,5h 2d,"has, received, received, mucks, mucks",,,,,,,0.25,IlxxxlI
5,10.0,3s Qd,"has, received, received, folds",Jc 2c Jd,,,,,,-0.25,t0x1cAce
5,10.9,7c Kd,"has, received, received, folds, does",,,,,,folded,-0.25,tszis
5,10.0,9s 6s,"has, received, received, folds, does",,,,,,folded,-0.1,raraAvis8
6,9.71,Jh 2c,"received, received, folds, does",,,,,,folded,0.0,maxxxim
4,20.75,Ah,"received, received, folds, does",,,,,,folded,0.0,Heksebrygg
6,20.0,4h 9s,"received, received, folds, does",,,,,,folded,0.0,KingRey33
6,46.85,4d 5h,"received, received, folds",Ks Qs 7d,,4c,,7h,,0.0,"41R5, St3p04ka"
5,12.99,Kc,"received, received, raises, folds",8c Qd 5s,,4d,,4s,,-0.5,ABMTLQC
4,20.75,2c 3c,"received, received, folds, does",,,,,,folded,0.0,flyshark01
6,20.0,3s 8d,"has, received, received, folds",7c Qd 10h,,9h,,6d,,-0.25,IgLa
5,10.0,Jc 4h,"has, received, received, folds",As Kh Qs,,7d,,,,-0.25,Irene13
9,5.0,5d Ad,"received, received, folds, does",,,,,,folded,0.0,Bigteezoe
5,11.08,Ad Ah,"received, received, raises",Qh 6h Jc,"bets, mucks, mucks",,,,,1.91,IlxxxlI
6,47.35,2h 8h,"has, received, received, folds, does",,,,,,folded,-0.5,38979
4,11.08,3c,"received, received, folds, does",,,,,,folded,0.0,ABMTLQC
5,20.75,2c 6s,"received, received, folds, does",,,,,,folded,0.0,Heksebrygg
6,21.01,9s 3c,"has, received, received, folds",5h 2h 3h,,4d,,Ah,,-0.25,Prostodursen
6,9.71,Kc Js,"received, received, folds",3d 6s 7d,,,,,,0.0,NanielDegreanu
5,10.0,7d Jd,"received, received, folds, does",,,,,,folded,0.0,raraAvis8
5,10.9,Jh Kc,"received, received, folds",10h 7d Qh,,5d,,,,0.0,shadow2323
4,11.18,8c,"has, received, received, folds, does",,,,,,folded,-0.1,Irene13
5,20.0,5c Kc,"has, received, received, folds, does",,,,,,folded,-0.5,flyshark01
6,9.46,9c Kd,"has, received, received, raises, mucks, mucks",,,,,,,0.25,IlxxxlI
9,5.0,8d Jd,"received, received, folds",Js 9d Kd,,,,,,0.0,DaGg
6,21.51,Jh 5c,"has, received, received, folds, does",,,,,,folded,-0.5,Prostodursen
6,48.35,3h 6c,"has, received, received, folds, does",,,,,,folded,-1.0,St3p04ka
5,10.0,4h 3c,"received, received, folds, does",,,,,,folded,0.0,Irene13
5,11.08,7d,"has, received, received, mucks, mucks",,,,,,,0.1,IlxxxlI
6,20.0,5d,"received, received, folds",3h Ac 5h,,Jd,,7h,,0.0,"WeakAndWeary, dragggonfly"
5,21.0,4s 5s,"has, received, received, folds",4h Kh 2h,,,,,,-0.25,Heksebrygg
5,10.0,Qh Ad,"received, received, raises",3d 4h 7d,"bets, mucks, mucks",,,,,0.9,IlxxxlI
6,9.71,Qs 4d,"has, received, received, folds, does",,,,,,folded,-0.25,maxxxim
5,10.0,9d 8d,"received, received, folds, does",,,,,,folded,0.0,Irene13
5,11.08,Jd 3s,"received, received, folds",5s 2h 6s,,8h,,3h,,0.0,"ABMTLQC, Irene13"
5,10.0,2s 8h,"has, received, received, folds, does",,,,,,folded,-0.1,ABMTLQC
5,21.5,5s,"has, received, received, folds, does",,,,,,folded,-0.5,QDevilQ
5,20.0,8d 7c,"received, received, folds",3c 8h Qc,,5h,,5c,,0.0,Xobkcul
9,5.0,4s 6s,"has, received, received, folds",Qc 8c 7h,,6c,,,,-0.1,"ZuluNation, GTB2017"
6,9.71,8h,"received, received, folds",Jc Ah 10c,,,,,,0.0,BiGFck
6,21.51,5c 2s,"received, received, folds",Ac 8c 9d,,Ah,,,,0.0,38979
6,20.0,Qd 6c,"received, received, folds",9s 9c 9d,,,,,,0.0,KingRey33
5,20.0,7s 6h,"received, received, folds, does",,,,,,folded,0.0,Xobkcul
6,48.35,Kd 3h,"received, received, folds",8h 6h 6s,,Jc,,4s,,0.0,38979
5,20.0,Jh 5d,"received, received, folds, does",,,,,,folded,0.0,IgLa
6,21.51,Qc 3h,"received, received, folds, does",,,,,,folded,0.0,2badjack
6,9.71,2c Qs,"received, received, folds",2s 2d 6h,,9h,,Jc,,0.0,Ram1789
6,10.0,2d Kh,"has, received, received, folds",Ac 3c Jh,,9d,,7c,,-0.25,ABMTLQC
5,21.5,6c 2s,"received, received, folds",8h 2c 4c,,,,,,0.0,flyshark01
6,20.0,6s 2d,"received, received, folds, does",,,,,,folded,0.0,dragggonfly
5,11.81,As Kh,"received, received, raises",6h 8h 8d,bets,9h,"bets, calls",9d,"folds, folded",-6.95,ABMTLQC
6,48.35,7s 2h,"received, received, folds, does",,,,,,folded,0.0,WeakAndWeary
6,10.0,2d,"received, received, folds, does",,,,,,folded,0.0,raraAvis8
5,20.0,8c 4d,"received, received, folds, does",,,,,,folded,0.0,flyshark01
6,21.51,9c 2c,"received, received, folds, does",,,,,,folded,0.0,38979
6,20.0,5h Qd,"has, received, received, folds, does",,,,,,folded,-0.25,braaaap
9,5.0,9c 3s,"has, received, received, checks",Qd 7h Qc,checks,7d,checks,2c,"checks, mucks",-0.25,damelsky
6,11.08,9d 2h,"received, received, folds",4s Ah 5c,,9h,,8c,,0.0,BoTPuMHeDichBro
5,46.85,Js Ks,"received, received, raises, mucks, mucks",,,,,,,1.5,IlxxxlI
5,20.75,Qh Ac,"received, received, raises, mucks, mucks",,,,,,,0.75,IlxxxlI
6,9.71,2s Ks,"received, received, folds, does",,,,,,folded,0.0,NanielDegreanu
6,10.0,9s 8s,"received, received, folds, does",,,,,,folded,0.0,ABMTLQC
5,11.91,7d 4d,"has, received, received, folds",Qh 2c Jh,,,,,,-0.1,shadow2323
9,5.0,8h As,"received, received, folds, does",,,,,,folded,0.0,ZuluNation
6,10.73,Qc,"received, received, raises, mucks, mucks",,,,,,,0.35,IlxxxlI
5,20.0,7h 9c,"has, received, received, folds, does",,,,,,folded,-0.25,Xobkcul
5,46.85,6c 8h,"received, received, folds, does",,,,,,folded,0.0,ThxBro
6,20.0,As Qh,"received, received, raises",10d 7s 4c,"bets, mucks, mucks",,,,,1.51,IlxxxlI
6,10.83,5s 2h,"has, received, received, folds, does",,,,,,folded,-0.1,bingobangobongo
5,20.0,Ah,"received, received, raises, mucks, mucks",,,,,,,0.75,IlxxxlI
5,20.38,4d Ks,"received, received, folds, does",,,,,,folded,0.0,xin1575
9,5.0,Kh 3d,"received, received, folds, does",,,,,,folded,0.0,BadOutfit
6,20.0,6d Kd,"has, received, received, calls",10s 6s 10h,"checks, folds, folded",Js,,7d,,-1.0,KingRey33
6,11.08,3s 2s,"has, received, received, folds, does",,,,,,folded,-0.25,Irene13
6,9.71,2h 9s,"received, received, folds",Qs 7s Ks,,Jc,,,,0.0,maxxxim
4,40.5,Jc 8c,"has, received, received, raises",7d Qs 10d,"bets, mucks, mucks",,,,,6.35,IlxxxlI
6,11.08,Jc 7d,"received, received, folds, does",,,,,,folded,0.0,Irene13
6,20.0,8s 9h,"received, received, folds, does",,,,,,folded,0.0,KingRey33
6,10.0,6s Qc,"received, received, folds",5s 3c 8s,,,,,,0.0,tszis
6,20.0,Jc Ac,"has, received, received, raises",4h 7s Qc,bets,5h,"checks, folds, does",,folded,-4.87,2badjack
5,10.73,Ah 8d,"has, received, received, calls",9c Ad Ks,"checks, calls",4c,checks,Qh,"bets, mucks",1.18,IlxxxlI
6,9.81,6h 3d,"has, received, received, folds",10c Jc 2c,,,,,,-0.1,BiGFck
4,41.5,5c 2s,"has, received, received, folds, does",,,,,,folded,-1.0,WeakAndWeary
5,20.38,Ad 2d,"received, received, folds",6s 2c 4d,,,,,,0.0,xin1575
9,5.0,9d,"received, received, folds",5h 5c 9c,,Js,,Jd,,0.0,"BadOutfit, DaGg, damelsky"
6,20.0,3h 9h,"received, received, folds, does",,,,,,folded,0.0,IgLa
5,10.73,5h 2h,"received, received, folds, does",,,,,,folded,0.0,shadow2323
6,10.0,7h 6s,"received, received, folds, does",,,,,,folded,0.0,Irene13
5,10.73,2d 6d,"received, received, folds, does",,,,,,folded,0.0,TerryBall
5,20.0,2h 4h,"received, received, folds",8s 6s Kd,,,,,,0.0,flyshark01
4,10.73,5c 9d,"received, received, folds, does",,,,,,folded,0.0,ABMTLQC
6,10.0,3d Jc,"has, received, received, folds, does",,,,,,folded,-0.1,ABMTLQC
4,40.0,Ac Qc,"received, received, raises, mucks, mucks",,,,,,,1.5,IlxxxlI
6,20.0,3h 4d,"received, received, folds, does",,,,,,folded,0.0,IgLa
8,5.0,Ks Jh,"received, received, folds, does",,,,,,folded,0.0,damelsky
3,40.0,Ks 3h,"received, received, folds, does",,,,,,folded,0.0,WeakAndWeary
6,20.0,Ad 3c,"has, received, received, checks",8h 2c 7d,"checks, folds, does",,,,folded,-0.5,2badjack
4,10.83,2h 5d,"has, received, received, folds, does",,,,,,folded,-0.1,ABMTLQC
6,10.23,Qh 8c,"has, received, received, folds, does",,,,,,folded,-0.25,raraAvis8
5,20.38,As 2d,"received, received, folds",Kc 6d 7h,,Ad,,Qd,,0.0,tszis
3,40.5,6h Qs,"has, received, received, folds, does",,,,,,folded,-0.5,WeakAndWeary
6,10.06,Ad 5h,"has, received, received, folds",6h Jc 2h,,5s,,6c,,-0.25,maxxxim
4,11.08,As 9c,"has, received, received, folds, does",,,,,,folded,-0.25,tszis
4,40.0,7d 9s,"has, received, received, mucks, mucks",,,,,,,0.5,IlxxxlI
6,11.83,As Kd,"received, received, raises, folds",10d 2s 7c,,7d,,5c,,-0.75,Amph1tryons
8,5.0,6c Qs,"received, received, folds",Jc 9c 3s,,9d,,4d,,0.0,"Bigteezoe, DaGg"
6,9.71,Kc Ac,"received, received, raises, mucks, mucks",,,,,,,0.35,IlxxxlI
4,11.08,Kc Jd,"received, received, folds, does",,,,,,folded,0.0,shadow2323
5,40.0,4d 3h,"received, received, folds, does",,,,,,folded,0.0,WeakAndWeary
6,20.0,7s,"received, received, folds",2d Ad 5c,,,,,,0.0,WeakAndWeary
6,10.23,7h 4s,"received, received, folds, does",,,,,,folded,0.0,JohnnyTwoShots
8,5.0,9c 4d,"received, received, folds, does",,,,,,folded,0.0,Bigteezoe
6,20.0,3h 2s,"received, received, folds",9s 6s 8s,,6h,,Kh,,0.0,38979
6,20.0,Kh 4s,"has, received, received, folds, does",,,,,,folded,-0.25,braaaap
5,40.0,8d Qc,"has, received, received, folds, does",,,,,,folded,-0.5,Gargantuatua
5,10.6,Ks,"has, received, received, raises",4d Qh Kh,bets,6h,checks,7s,"checks, allin",9.78,IlxxxlI
6,12.45,Ah,"received, received, raises, folds, does",,,,,,folded,-0.62,bingobangobongo
5,9.71,5c 5d,"received, received, folds",9d 8s 10d,,6h,,5s,,0.0,maxxxim
5,20.0,Jd 6c,"has, received, received, folds",Qs 8c 7d,,6d,,3s,,-0.25,Fast
6,10.23,Qc Ks,"received, received, folds, does",,,,,,folded,0.0,raraAvis8
5,9.71,3d 8s,"received, received, folds, does",,,,,,folded,0.0,NanielDegreanu
4,11.08,5d Jh,"received, received, folds",8d 9c 10c,,,,,,0.0,shadow2323
8,6.4,9d 9c,"received, received, raises, allin",2s Jh 10h,,5s,,4c,,-4.25,GTB2017
6,23.18,Qd Ac,"has, received, received, raises, folds, does",,,,,,folded,-3.5,dragggonfly
6,12.45,Ac 4d,"received, received, folds, does",,,,,,folded,0.0,bingobangobongo
6,20.0,8d 4h,"received, received, folds",3h 4d Qh,,,,,,0.0,Heksebrygg
5,20.0,6d Jc,"has, received, received, folds, does",,,,,,folded,-0.5,DopeDope
6,10.23,2h Jc,"received, received, folds, does",,,,,,folded,0.0,JohnnyTwoShots
5,10.85,Qs 4c,"has, received, received, folds, does",,,,,,folded,-0.25,ABMTLQC
5,9.71,8c 6s,"received, received, folds",2s 4h 3c,,Kc,,9c,,0.0,Ram1789
6,10.23,6s Kh,"received, received, folds, does",,,,,,folded,0.0,tszis
6,23.18,2s 8s,"received, received, folds, does",,,,,,folded,0.0,KingRey33
5,11.35,8c 8h,"received, received, raises, folds, does",,,,,,folded,-0.5,tszis
5,9.48,8h Kc,"has, received, received, calls",Ad Qc 10c,"bets, mucks, mucks",,,,,0.23,IlxxxlI
4,43.94,4d Ah,"received, received, folds, does",,,,,,folded,0.0,QDevilQ
5,12.55,7d Kd,"has, received, received, folds",Ah Ks 10d,,Qs,,7h,,-0.1,ABMTLQC
6,23.18,Qh 8c,"received, received, folds, does",,,,,,folded,0.0,WeakAndWeary
5,20.63,Kh Qc,"received, received, raises",Ad 7d 6d,checks,Jc,"checks, folds, does",,folded,-1.25,2badjack
4,43.94,3s 4d,"received, received, folds, does",,,,,,folded,0.0,QDevilQ
6,10.0,5c 4c,"has, received, received, calls",4d Kd Qd,checks,7c,checks,Kh,checks,0.23,IlxxxlI
5,11.35,2h Kd,"received, received, folds, does",,,,,,folded,0.0,ABMTLQC
5,9.73,9c,"has, received, received, checks",Qd 6d Kh,"folds, folded",Kd,,,,-0.25,maxxxim
4,11.35,2c,"received, received, folds, does",,,,,,folded,0.0,ABMTLQC
4,44.19,8s 3d,"has, received, received, folds, does",,,,,,folded,-0.25,Jui
6,23.18,4s 9h,"received, received, folds, does",,,,,,folded,0.0,IgLa
8,6.5,Ah 7s,"has, received, received, folds",9c 10s Kc,,2h,,5h,,-0.1,DaGg
4,11.45,5s,"has, received, received, folds, does",,,,,,folded,-0.1,tszis
4,11.18,8d 7s,"has, received, received, folds, does",,,,,,folded,-0.1,ABMTLQC
5,9.73,6d,"received, received, folds",4s Jd 7c,,,,,,0.0,MAK517
4,43.94,4d 4h,"has, received, received, mucks, mucks",,,,,,,0.25,IlxxxlI
5,11.47,9h,"has, received, received, calls",7c 6h 6d,"checks, calls",9d,checks,6c,"bets, mucks",1.08,IlxxxlI
4,11.35,Kc 9h,"has, received, received, mucks, mucks",,,,,,,0.1,IlxxxlI
4,11.43,7c,"has, received, received, folds, does",,,,,,folded,-0.25,ABMTLQC
5,9.73,Qh,"received, received, folds, does",,,,,,folded,0.0,NanielDegreanu
6,10.0,Ah,"has, received, received, calls",6d 7d 3c,checks,4d,checks,Jh,"checks, folds, folded",-0.75,tszis
4,11.35,8s 6h,"received, received, folds, does",,,,,,folded,0.0,xin1575
5,20.63,3h Js,"received, received, folds",5d 7d 2h,,Kc,,,,0.0,Heksebrygg
4,11.43,Qc Js,"received, received, folds, does",,,,,,folded,0.0,ABMTLQC
5,9.98,5d 6d,"received, received, calls, folds, does",,,,,,folded,-0.25,MAK517
7,5.0,7s 8s,"has, received, received, calls",6s 3s 5s,checks,4c,"bets, mucks, mucks",,,1.5,IlxxxlI
5,10.7,Ac Kh,"received, received, raises",3c 10c 8h,checks,7s,checks,,checks,0.77,IlxxxlI
6,23.18,6s 5d,"received, received, folds",Kd 10c 7d,,4h,,,,0.0,braaaap
4,11.0,2c Ac,"received, received, raises, mucks, mucks",,,,,,,0.35,IlxxxlI
6,20.88,3s Qd,"has, received, received, folds, does",,,,,,folded,-0.25,2badjack
4,10.75,4s Ad,"has, received, received, raises, mucks, mucks",,,,,,,0.25,IlxxxlI
4,10.25,8s Ac,"received, received, raises",4c 3d 8d,bets,As,"bets, mucks, mucks",,,1.18,IlxxxlI
5,10.7,Ac 3h,"received, received, folds, does",,,,,,folded,0.0,ABMTLQC
6,10.0,5h Kd,"received, received, folds",7h 8c 5d,,,,2c,,0.0,Irene13
5,21.38,5d 7s,"has, received, received, folds, does",,,,,,folded,-0.5,Hayden97
5,5.0,Kc Kd,"has, received, received, raises",7h 4c 6c,allin,6d,,2h,,4.98,IlxxxlI
4,10.35,4c 2s,"has, received, received, folds, does",,,,,,folded,-0.1,tszis
4,10.65,Kc 2h,"has, received, received, mucks, mucks",,,,,,,0.1,IlxxxlI
5,10.35,5c As,"received, received, raises, mucks, mucks",,,,,,,0.35,IlxxxlI
4,20.0,7c Ah,"received, received, folds, does",,,,,,folded,0.0,flyshark01
4,10.25,7d Qh,"has, received, received, mucks, mucks",,,,,,,0.1,IlxxxlI
4,10.65,9s,"received, received, folds, does",,,,,,folded,0.0,xin1575
7,5.0,Qh 7h,"received, received, folds",3d 5d Ah,,8s,,8h,,0.0,ZuluNation
4,10.25,9h 3c,"received, received, folds, does",,,,,,folded,0.0,ABMTLQC
6,5.0,Jh,"received, received, folds, does",,,,,,folded,0.0,BiGFck
6,23.43,2c 5c,"has, received, received, folds",Kh 8c 3d,,6c,,3s,,-0.25,KingRey33
5,10.45,8c Jh,"has, received, received, folds",9c Qh 4h,,,,,,-0.1,Amph1tryons
4,20.0,Ad,"received, received, raises, folds, does",,,,,,folded,-1.25,QDevilQ
5,5.0,3h,"has, received, received, checks",6c Qc 9s,checks,Ah,checks,8s,"checks, folds, folded",-0.25,Ram1789
6,10.0,2s 5c,"received, received, folds",Qd Ac Ks,,3c,,4d,,0.0,Irene13
4,10.25,Kh 8s,"received, received, folds, does",,,,,,folded,0.0,jbrew
4,5.0,Ah As,"received, received, raises",6d 10s 8h,calls,2h,allin,7d,,4.74,IlxxxlI
4,43.94,Jh 4h,"received, received, folds",Ad 9c 10h,,,,,,0.0,Jui
4,10.35,Qs 6c,"has, received, received, mucks, mucks",,,,,,,0.1,IlxxxlI
5,43.94,Jd 4c,"received, received, folds, does",,,,,,folded,0.0,so_it_goes
4,10.65,Jc 5c,"received, received, folds",Ad 10c 6s,,Jd,,,,0.0,tszis
4,10.35,4s Jh,"received, received, folds, does",,,,,,folded,0.0,Irene13
6,5.0,5s 7s,"received, received, folds",7c 3d 3s,,,,,,0.0,DaGg
6,10.0,2d Qs,"received, received, folds, does",,,,,,folded,0.0,JohnnyTwoShots
4,5.0,5s Ad,"has, received, received, folds",5h Ac Ks,,Kd,,4s,,-0.1,itsGyall
5,5.0,Kd 7s,"received, received, folds, does",,,,,,folded,0.0,DaGg
4,10.35,8c Qd,"received, received, folds, does",,,,,,folded,0.0,Amph1tryons
4,10.0,Ac,"has, received, received, raises, mucks, mucks",,,,,,,0.25,IlxxxlI
4,10.75,9d Kc,"has, received, received, folds, does",,,,,,folded,-0.1,tszis
5,22.0,Kh Ac,"received, received, allin",3s 9d Jc,,3h,,Ah,,21.94,IlxxxlI
6,10.0,Qs,"received, received, folds, does",,,,,,folded,0.0,Irene13
3,20.0,5c 3h,"received, received, folds",Jh 4c 7s,,5s,,,,0.0,Fast
5,5.0,8d Kd,"received, received, folds",7d Qh 10c,,8s,,6s,,0.0,Ram1789
4,10.0,Kh 9c,"has, received, received, folds, does",,,,,,folded,-0.25,jbrew
3,21.38,2c 4s,"received, received, folds, does",,,,,,folded,0.0,WeakAndWeary
5,11.0,8d 4s,"has, received, received, folds, does",,,,,,folded,-0.25,xin1575
4,10.0,Qh 6h,"received, received, raises, mucks, mucks",,,,,,,0.35,IlxxxlI
5,5.0,Js Ah,"has, received, received, folds",Qc 5d 2c,,Kd,,9h,,-0.25,Bunddler88
4,10.0,7c 8d,"received, received, folds, does",,,,,,folded,0.0,Ice
3,21.63,Qd 5c,"has, received, received, folds, does",,,,,,folded,-0.25,Hayden97
6,5.0,Qs 8c,"received, received, folds",Ah Ac 3d,,Jc,,,,0.0,NanielDegreanu
6,20.77,Ac 8c,"has, received, received, calls",10c 6h Qc,"checks, calls",Qh,checks,4d,"bets, mucks",2.66,IlxxxlI
5,11.0,5s 9h,"received, received, folds, does",,,,,,folded,0.0,xin1575
5,22.25,2c 6h,"has, received, received, folds, does",,,,,,folded,-0.25,QDevilQ
2,21.88,2s 7d,"has, received, received, folds, does",,,,,,folded,-0.25,WeakAndWeary
4,10.0,7c Js,"has, received, received, folds, does",,,,,,folded,-0.1,Ice
5,5.0,6d As,"received, received, folds",Qh 7c Ad,,,,Ah,,0.0,Ram1789
4,10.0,Jc Kh,"received, received, raises, folds, does",,,,,,folded,-0.62,Ice
6,10.08,9s 8d,"has, received, received, folds",9c Ac 3c,,,,6s,,-0.1,ABMTLQC
