num_players,player_stack,blind,player_cards,pre_flop,flop,decision_flop,turn,decision_turn,river,decision_river,net_result
6,85.35,0,Qd Kc,"received, received, raises",9h 6d Kd,bets,2s,bets,8s,"bets, mucks",5.57
7,185.47,0,8s 9h,"received, received, folds",,,,,,,0.0
6,85.35,0,Ac 8c,"received, received, folds",,,,,,,0.0
7,185.47,0,Jc 7h,"received, received, folds",6h 9s 10h,,7c,,2d,,0.0
7,85.35,0,10s Jh,"received, received, folds",As 5c 2c,,2d,,2h,,0.0
7,185.47,0,Jc 7s,"received, received, folds",,,,,,,0.0
7,85.35,0,4c 7h,"received, received, folds",,,,,,,0.0
7,185.47,0,2s 5c,"received, received, folds",10d Qd 10s,,,,,,0.0
7,37.73,0,Kc Ks,"received, received, raises",7h 7c Jh,bets,3c,allin,2c,,47.62
6,185.47,0,Jh 7c,"received, received, folds",4s 3c 3h,,8h,,,,0.0
6,80.0,0,Ac 6s,"received, received, folds",,,,,,,0.0
6,80.0,0,3d Jh,"received, received, folds",,,,,,,0.0
7,20.0,0,Jc Ks,"received, received, folds",As 4c Ac,,9s,,6c,,0.0
6,191.47,0,4s 4h,"received, received, raises",9h 6h 8s,checks,Ad,checks,Qd,"checks, mucks",-6.0
7,37.98,1,5s 8c,"received, received, folds",2d 3s 4s,,Jd,,,,-0.25
6,80.0,0,6s Qh,"received, received, folds",,,,,,,0.0
8,20.0,0,Ah 6c,"received, received, folds",,,,,,,0.0
7,20.0,0,Ah 9c,"received, received, folds",Ac 4s Kd,,3s,,4c,,0.0
6,176.97,1,Ad Kc,"received, received, raises",3h Ac 10h,"bets, mucks",,,,,14.5
6,80.0,0,Qd 9h,"received, received, folds",Js Kd Kh,,,,,,0.0
6,178.97,2,3d 5h,"received, received, folds",,,,,,,-2.0
5,80.0,1,9d 5h,"received, received, folds",,,,,,,-1.0
6,20.0,0,3d 9s,"received, received, folds",7c 2s 10d,,,,,,0.0
7,38.48,2,8d 10c,"received, received, folds",3d 9s 8s,,,,Kc,,-0.5
6,178.97,0,8d Jh,"received, received, folds",,,,,,,0.0
6,80.0,2,6s 8c,"received, received, folds",,,,,,,-2.0
8,20.0,0,6h 3h,"received, received, folds",Qd 8c 3s,,,,3c,,0.0
6,178.97,0,Ac 6c,"received, received, folds",,,,,,,0.0
8,20.0,0,Ah 8d,"received, received, folds",,,,,,,0.0
6,80.0,0,4c 4d,"received, received, folds",,,,,,,0.0
7,20.0,0,8d 4s,"received, received, folds",,,,,,,0.0
6,80.0,0,8s Qs,"received, received, folds",,,,,,,0.0
7,80.0,0,2s 3h,"received, received, folds",,,,,,,0.0
6,178.97,0,6d Qd,"received, received, folds",,,,,,,0.0
8,20.0,0,Js 10d,"received, received, folds",4c 5h 10h,,4s,,,,0.0
8,20.0,0,2s Js,"received, received, folds",,,,,,,0.0
7,20.0,0,Ad 4d,"received, received, folds",6d 3c 8s,,7c,,7h,,0.0
7,178.97,0,10d 6s,"received, received, folds",As Jh 8d,,,,,,0.0
8,80.0,0,3c 6c,"received, received, folds",10s Jh 10c,,8d,,9s,,0.0
4,26.14,0,Qd 3h,"received, received, folds",3s Jc Ks,,,,Qc,,0.0
7,178.97,0,10s Kd,"received, received, folds",2c Js 9d,,,,,,0.0
7,20.0,1,5c 5d,"received, received, calls, folds",4h 3s Kc,,,,,,-1.0
4,24.06,0,Ks Jh,"received, received, raises",2s 2c 3c,bets,8c,checks,Qc,"bets, mucks",2.08
8,20.0,0,Jc 2c,"received, received, folds",8d 2h 8c,,Kd,,Ks,,0.0
8,80.0,1,Qh 7s,"received, received, folds",,,,,,,-1.0
4,24.06,0,10c Js,"received, received, folds",,,,,,,0.0
4,24.31,1,4c 5c,"received, received, folds",,,,,,,-0.25
7,80.0,2,Jh 6c,"received, received, folds",,,,,,,-2.0
7,178.97,0,6c Qs,"received, received, folds",5d Kd Jd,,9c,,,,0.0
8,20.0,1,4d 7c,"received, received, folds",,,,,,,-0.25
7,24.07,2,As 7s,"received, received, raises",Kd Qh 2h,bets,3h,checks,5s,folds,-6.16
7,80.0,0,10c 7c,"received, received, folds",,,,,,,0.0
4,22.84,2,Qc Jc,"received, received, calls",3c 3d 7d,checks,5c,"raises, mucks",,,1.47
7,179.97,1,Kh 5h,"received, received, folds",7d Ad 4c,,6h,,Qh,,-1.0
4,22.84,0,9s 8h,"received, received, folds",,,,,,,0.0
7,24.07,0,3h Qh,"received, received, folds",Ah Js As,,,,,,0.0
7,178.97,2,Qd 3d,"received, received, mucks",,,,,,,1.0
7,83.0,0,Jc As,"received, received, raises, folds",10s 5c Qs,,Ad,,Jd,,-7.0
4,22.84,0,7d 7c,"received, received, folds",Ah Kc 3h,,,,,,0.0
8,20.0,2,5d 2h,"received, received, folds",9c 3s 10h,,7s,,,,-0.5
4,22.84,0,9c Qh,"received, received, folds",,,,,,,0.0
7,24.07,0,8c Kc,"received, received, folds",,,,,,,0.0
7,83.0,0,3s Kh,"received, received, folds",,,,,,,0.0
4,22.84,0,10d 6c,"received, received, folds",,,,,,,0.0
7,83.0,0,Ks 9s,"received, received, folds",,,,,,,0.0
4,23.09,1,6c 3h,"received, received, folds",,,,,,,-0.25
8,20.0,0,3h 6c,"received, received, folds",3c 5c Kc,,,,,,0.0
7,80.0,0,4c 4h,"received, received, raises, mucks",,,,,,,3.0
7,22.82,0,Ac Qh,"received, received, raises, mucks",,,,,,,1.25
8,20.0,0,9s 5s,"received, received, folds",,,,,,,0.0
4,21.5,2,As 5h,"received, received, calls",9c 2s 4h,checks,6h,checks,3d,"bets, mucks",1.59
7,80.0,0,9s Kd,"received, received, folds",Ah 10c 3c,,,,,,0.0
7,80.0,1,10d Kc,"received, received, folds",,,,,,,-1.0
4,21.5,0,3c 2h,"received, received, folds",Qc 10s 4s,,Qh,,,,0.0
6,22.82,0,4h Ah,"received, received, folds",7c Qc 7d,,,,,,0.0
6,38.48,0,5c 2c,"received, received, folds",4d 2s 9d,,,,,,0.0
7,80.0,2,6h 5h,"received, received, folds",,,,,,,-2.0
4,21.5,0,3d 8d,"received, received, folds",,,,,,,0.0
7,20.0,0,Ad 3s,"received, received, folds",3h 6d Kc,,5h,,,,0.0
4,20.75,0,10c Ah,"received, received, raises, mucks",,,,,,,0.75
7,80.0,0,6d 2h,"received, received, folds",,,,,,,0.0
7,80.0,0,10c 7s,"received, received, folds",,,,,,,0.0
4,20.0,0,Qd Ks,"received, received, raises, mucks",,,,,,,0.75
7,80.0,0,7d 6s,"received, received, folds",,,,,,,0.0
4,20.0,1,7h 10s,"received, received, folds",,,,,,,-0.25
7,20.0,0,4c 7d,"received, received, folds",4h Jh 2d,,Kc,,9h,,0.0
7,80.0,0,6s 3c,"received, received, folds",,,,,,,0.0
7,22.82,0,6c As,"received, received, folds",Js 2h Kh,,7s,,2d,,0.0
7,20.0,0,7c 4d,"received, received, folds",,,,,,,0.0
6,38.48,0,10s Qs,"received, received, folds",Ad 9c 6d,,5c,,As,,0.0
7,80.0,0,3d 3s,"received, received, folds",,,,,,,0.0
4,20.13,2,Ah 2s,"received, received, folds",Jd 8s 7s,,,,,,-0.5
7,22.82,0,7c 6h,"received, received, folds",,,,,,,0.0
7,20.0,0,3c 2d,"received, received, folds",4d Qs Ks,,4s,,7h,,0.0
6,38.48,0,9h 6c,"received, received, folds",Jd 4s 3s,,2d,,,,0.0
8,80.0,0,6h Qd,"received, received, folds",Kh 8d 10s,,2s,,2h,,0.0
7,22.82,0,9s 3c,"received, received, folds",2d Qs 4h,,,,,,0.0
4,20.13,0,10s 8c,"received, received, folds",5h 3d 7d,,Ks,,3s,,0.0
7,178.97,0,8h 7c,"received, received, folds",10c 10s 3c,,,,,,0.0
7,20.0,1,9c 3d,"received, received, folds",8c 2c Qc,,6s,,,,-0.25
8,80.0,1,3d Jd,"received, received, folds",Kh 4c Ad,,,,,,-1.0
8,80.0,2,2d As,"received, received, folds",,,,,,,-2.0
7,178.97,0,7h Ad,"received, received, folds",,,,,,,0.0
6,23.07,1,2c 10h,"received, received, folds",9c 3h 3c,,,,,,-0.25
7,178.97,0,9s 7s,"received, received, folds",,,,,,,0.0
4,20.13,0,2h Jd,"received, received, folds",6s 10d 8s,,Ah,,,,0.0
6,38.48,0,9s Ah,"received, received, folds",Kh 8h 10d,,Jh,,7d,,0.0
8,20.0,2,6c Qd,"received, received, folds",6s 3d 6d,,Ks,,,,-0.5
4,20.13,0,8s 6h,"received, received, folds",,,,,,,0.0
8,20.0,0,6d 5s,"received, received, folds",,,,,,,0.0
6,38.48,0,Kd 5h,"received, received, folds",10h 6h 5c,,,,,,0.0
6,23.57,2,4d 2s,"received, received, folds",3h 8c Jd,,9s,,Qd,,-0.5
8,80.0,0,Ah 9s,"received, received, folds",8c Kd 5s,,2c,,9h,,0.0
7,20.0,0,8s 4d,"received, received, folds",7c Jh 5d,,4s,,,,0.0
7,178.97,0,7h 8d,"received, received, folds",Jd 10c 4d,,8s,,,,0.0
4,20.13,0,8h Ks,"received, received, folds",2c 4s 10h,,Kh,,6h,,0.0
6,21.75,0,Jd As,"received, received, raises",5c Ks Qd,"bets, mucks",,,,,1.82
6,38.48,0,2d 3c,"received, received, folds",Ks 7h 10c,,,,,,0.0
7,61.0,0,4s 4d,"received, received, folds",,,,,,,0.0
7,20.0,0,8s 10c,"received, received, folds",,,,,,,0.0
8,80.0,0,9h 3d,"received, received, folds",8s As Jc,,,,,,0.0
6,21.75,0,5h 10d,"received, received, folds",8c 4s 9c,,2d,,Ah,,0.0
4,20.38,1,3d 4d,"received, received, folds",Kc 3h 6c,,4h,,,,-0.25
6,178.97,0,6h 8s,"received, received, folds",7c Qc 2c,,9h,,5d,,0.0
6,38.48,0,6h 7s,"received, received, folds",Jc 6s 7c,,3s,,,,0.0
7,40.0,0,Jd Jc,"received, received, raises",Ac As 5h,checks,3c,bets,8h,checks,21.0
4,21.38,2,4h Ad,"received, received, calls",10d 9s 6s,folds,,,,,-1.0
5,178.97,0,5h 10s,"received, received, folds",3d Kd 8s,,,,,,0.0
8,20.04,0,Qc Kc,"received, received, raises",Kh 7h As,calls,6c,bets,3h,folds,-5.24
4,21.38,0,5d 6s,"received, received, folds",,,,,,,0.0
8,80.0,0,10c 8c,"received, received, folds",4s Jh 7s,,Kh,,Jd,,0.0
7,40.0,0,Jc 4s,"received, received, folds",,,,,,,0.0
6,21.75,0,As 5s,"received, received, folds",7s 4d 3s,,Js,,7h,,0.0
4,21.38,0,3h Ks,"received, received, folds",,,,,,,0.0
6,20.0,1,Qs Ah,"received, received, raises",Ad 8s As,"checks, calls",5d,checks,7c,allin,18.48
3,21.38,0,8c Ks,"received, received, folds",,,,,,,0.0
8,80.0,0,6c 5c,"received, received, folds",Qh As Qd,,Jh,,,,0.0
3,21.38,0,4c 3s,"received, received, folds",,,,,,,0.0
6,40.0,0,5s 8h,"received, received, folds",2d 5d Ac,,,,,,0.0
8,20.04,0,10h Qs,"received, received, folds",3h 6c Jd,,4h,,,,0.0
2,20.25,1,8s 8d,"received, received, raises",Qc Qh 6s,"bets, mucks",,,,,1.13
6,21.75,0,7c Ks,"received, received, folds",5d 6c 10c,,,,,,0.0
2,20.0,2,4h Qd,"received, received, mucks",,,,,,,0.25
6,40.0,0,Ad 9s,"received, received, folds",,,,,,,0.0
5,184.97,0,Kc 8h,"received, received, raises, folds",6d 10d 9h,,6h,,6c,,-6.0
6,20.0,2,8d 10h,"received, received, calls",Jh 9h 4s,calls,4d,bets,5s,checks,-5.55
5,40.0,0,9h 3d,"received, received, folds",,,,,,,0.0
6,21.75,0,Ks 7c,"received, received, folds",,,,,,,0.0
3,20.0,0,4s 9c,"received, received, is, folds",,,,,,,0.0
5,40.0,1,2h 6d,"received, received, folds",Ac 10c 2d,,9d,,Ad,,-0.5
5,185.97,1,5h Jc,"received, received, folds",Kc 8h 10s,,4c,,,,-1.0
8,80.0,0,6c Kd,"received, received, folds",Ks 9c 8h,,4s,,,,0.0
7,20.04,0,4h 9c,"received, received, folds",5c 2s 3s,,,,Js,,0.0
5,187.97,2,Kh 4c,"received, received, folds",,,,,,,-2.0
6,21.75,0,10s Ah,"received, received, folds",7c 8h Qc,,,,,,0.0
5,40.0,2,8s Jd,"received, received, calls",8h Ks 5d,folds,,,,,-2.0
7,20.04,0,Js 2c,"received, received, folds",,,,,,,0.0
5,187.97,0,Qs 6s,"received, received, folds",,,,,,,0.0
7,80.0,0,2s As,"received, received, folds",Ah Qh 4h,,,,,,0.0
7,20.0,1,8d 8c,"received, received, raises, mucks",,,,,,,1.75
3,20.0,0,Ad Qd,"received, received, calls",8c 5h Qs,calls,4c,bets,Kh,"bets, folds",-10.77
5,187.97,0,10c 4c,"received, received, folds",,,,,,,0.0
7,187.97,0,9c Qd,"received, received, folds",,,,,,,0.0
7,20.29,1,9c 10c,"received, received, folds",10s 4s Qd,,,,,,-0.25
3,20.23,0,2s Ac,"received, received, raises",5d Jh Ks,bets,,checks,8d,folds,-1.5
7,80.0,0,2d 7d,"received, received, folds",5h Qd 10s,,,,,,0.0
7,187.97,0,3c 5h,"received, received, folds",,,,,,,0.0
3,20.48,1,2h 9h,"received, received, folds",,,,,,,-0.25
7,20.79,2,5h 10c,"received, received, folds",8c Ah 5c,,,,,,-0.5
6,20.0,2,5d 8h,"received, received, checks",Jd 7d 7h,checks,Ad,folds,8d,,-0.5
7,80.0,1,7d Ah,"received, received, folds",,,,,,,-1.0
3,20.98,2,3h 2h,"received, received, folds",,,,,,,-0.5
7,187.97,0,Qs 2d,"received, received, folds",10c 8h 3d,,4d,,,,0.0
7,80.0,2,8h 9s,"received, received, calls",2s 3d 7h,"checks, folds",,,,,-5.0
4,20.98,0,8s 4h,"received, received, folds",,,,,,,0.0
7,188.97,1,Qs 2h,"received, received, folds",,,,,,,-1.0
6,20.0,0,8s Qc,"received, received, folds",,,,,,,0.0
7,20.79,0,4d Ad,"received, received, folds",Kd 7s 6s,,8c,,5d,,0.0
4,20.98,0,9c 3h,"received, received, folds",,,,,,,0.0
6,20.0,0,8c 3c,"received, received, folds",,,,,,,0.0
4,20.98,0,2c 5h,"received, received, folds",,,,,,,0.0
7,184.42,2,9s Qd,"received, received, calls",Kc 9d Qh,checks,As,"bets, mucks",,,4.55
7,20.79,0,9h 4s,"received, received, folds",7h 10s 3h,,,,,,0.0
4,21.23,1,8c 3d,"received, received, folds",,,,,,,-0.25
4,21.73,2,4c 6d,"received, received, folds",,,,,,,-0.5
6,20.0,0,4c Kd,"received, received, folds",6s 2s Jd,,3d,,5c,,0.0
7,92.21,0,Kd Kh,"received, received, raises, calls",4s Jc 10h,"checks, calls",7c,"checks, allin",8s,,92.21
4,21.73,0,As 8c,"received, received, folds",,,,,,,0.0
6,20.79,0,9d Ah,"received, received, folds",9h 3c 3d,,,,,,0.0
4,21.73,0,9d As,"received, received, folds",,,,,,,0.0
6,20.0,0,8d 6c,"received, received, folds",,,,,,,0.0
6,20.79,0,6s Kc,"received, received, folds",6d 10d Qh,,,,,,0.0
7,99.21,0,Kd 10d,"received, received, raises, folds",,,,,,,-7.0
6,20.79,0,3d 4h,"received, received, folds",,,,,,,0.0
5,21.73,0,10d Js,"received, received, folds",Qs 8c Jh,,Kc,,4c,,0.0
6,20.0,0,5h Qs,"received, received, folds",4s 9s 2s,,,,,,0.0
6,20.79,0,4h Jh,"received, received, folds",,,,,,,0.0
5,21.98,1,2s 10s,"received, received, folds",,,,,,,-0.25
7,99.21,0,4c Jd,"received, received, folds",7c 6s Ad,,Js,,8d,,0.0
6,99.21,0,Ah 3c,"received, received, folds",,,,,,,0.0
5,23.48,2,10h 8c,"received, received, calls",6d Kc 5c,folds,,,,,-1.5
6,21.04,1,5c 10h,"received, received, folds",4h Jc 7h,,,,,,-0.25
6,96.21,0,Kd Jc,"received, received, raises, mucks",,,,,,,3.0
5,23.48,0,9s Kc,"received, received, is, folds",,,,,,,0.0
6,20.0,0,Ad 3h,"received, received, folds",Qs As Kh,,,,,,0.0
6,21.54,2,6c Qd,"received, received, is, folds",,,,,,,-0.5
7,96.21,0,As 5c,"received, received, folds",,,,,,,0.0
5,23.48,0,Qc 5c,"received, received, folds",2h As 8h,,,,,,0.0
5,23.48,0,4d 7c,"received, received, folds",,,,,,,0.0
7,96.21,0,6s Jc,"received, received, folds",,,,,,,0.0
6,20.0,1,2h 5s,"received, received, folds",5d Ks 4s,,,,,,-0.25
5,23.48,0,Js 6s,"received, received, folds",,,,,,,0.0
7,21.54,0,8c Qh,"received, received, folds",5s Jh 3c,,8h,,,,0.0
5,23.73,1,6c 5d,"received, received, is, folds",,,,,,,-0.25
6,20.0,2,10h 4d,"received, received, is, folds",,,,,,,-0.5
7,97.21,1,Ad 10c,"received, received, folds",9s 6h 5h,,4d,,,,-1.0
5,20.75,2,6s As,"received, received, calls",5s 4h Qc,"checks, raises, mucks",,,,,2.98
7,101.21,2,6h Kh,"received, received, calls",4c 5c 10s,"checks, folds",,,,,-4.0
6,20.0,0,As 5c,"received, received, folds",Qs Ad Jd,,6c,,,,0.0
7,98.21,0,Ac Ad,"received, received, raises, mucks",,,,,,,3.0
5,20.75,0,Qd 3c,"received, received, folds",Kh Jc 4d,,6d,,7s,,0.0
7,21.54,0,8d Kh,"received, received, folds",Ks 3c 6s,,9s,,Kd,,0.0
5,20.75,0,5d Jc,"received, received, folds",,,,,,,0.0
7,21.54,0,6d 10h,"received, received, folds",,,,,,,0.0
5,20.75,0,4h 5s,"received, received, folds",,,,,,,0.0
7,98.21,0,Ah 4h,"received, received, folds",8c 6h 3h,,,,,,0.0
5,20.0,0,Js Ac,"received, received, raises, mucks",,,,,,,0.75
4,20.0,1,2d 4h,"received, received, folds",,,,,,,-0.25
7,21.54,0,Qd 5h,"received, received, folds",,,,,,,0.0
7,98.21,0,2c 3d,"received, received, folds",,,,,,,0.0
6,20.0,0,5h 10d,"received, received, folds",,,,,,,0.0
7,98.21,0,Kh 8c,"received, received, folds",As 6h 6s,,,,,,0.0
3,20.0,2,7d 3h,"received, received, folds",4d Kc 10c,,2s,,,,-0.5
7,21.54,0,5s 9h,"received, received, folds",,,,,,,0.0
4,20.0,0,8d 10s,"received, received, folds",,,,,,,0.0
5,20.0,0,4s Jh,"received, received, folds",,,,,,,0.0
7,21.79,1,2c 7c,"received, received, folds",,,,,,,-0.25
5,20.0,0,7c 2s,"received, received, folds",,,,,,,0.0
8,22.29,2,8d 3s,"received, received, folds",Kd 4h Js,,,,,,-0.5
7,20.0,1,3d 10s,"received, received, folds",7h 6h 5h,,Kc,,Kh,,-0.25
4,20.0,1,9c 4h,"received, received, folds",As 9d 8d,,6s,,7h,,-0.25
6,98.21,0,3c 5c,"received, received, folds",6c Jh 7d,,9c,,4s,,0.0
7,20.0,2,7d 9s,"received, received, folds",,,,,,,-0.5
4,20.75,2,Ks 7s,"received, received, calls",4s 7h Ad,"checks, calls",3c,"checks, folds",,,-2.9
6,83.0,0,7d 9d,"received, received, calls, calls",5s 2c 8d,calls,2s,"bets, mucks",,,15.21
5,20.0,0,Kh Js,"received, received, raises, mucks",,,,,,,0.75
8,22.29,0,7c 8s,"received, received, is, folds",9d 10c Ad,,Ac,,2d,,0.0
5,20.0,0,10c 6c,"received, received, folds",,,,,,,0.0
5,20.25,1,Qh 9s,"received, received, calls, folds",,,,,,,-0.5
6,83.0,0,Jh Qs,"received, received, folds",7c Jd 8c,,2h,,8h,,0.0
8,22.29,0,10h 4s,"received, received, folds",,,,,,,0.0
5,20.75,2,Jc 8c,"received, received, folds",9h 6s 5d,,Jd,,,,-0.5
6,84.0,1,10c 2d,"received, received, folds",,,,,,,-1.0
8,22.29,0,Kc 9d,"received, received, folds",,,,,,,0.0
6,86.0,2,4h Jc,"received, received, folds",,,,,,,-2.0
7,20.0,0,10s 10c,"received, received, raises",3s 8c 5h,"bets, mucks",,,,,2.29
6,86.0,0,6s 9d,"received, received, folds",,,,,,,0.0
5,20.75,0,10h 2h,"received, received, folds",3s Js Qc,,,,5c,,0.0
5,20.75,0,2d 10h,"received, received, folds",,,,,,,0.0
5,20.75,0,Kd 2s,"received, received, folds",,,,,,,0.0
5,20.0,0,Ah 7h,"received, received, raises, mucks",,,,,,,0.75
6,86.0,0,3c Js,"received, received, folds",6d 4d 6s,,9c,,5c,,0.0
7,20.0,0,5s Qd,"received, received, folds",9d 9c 10c,,Kc,,,,0.0
6,86.0,0,5d 2h,"received, received, folds",,,,,,,0.0
5,20.0,1,2d Kc,"received, received, folds",Ad 3s 4s,,4h,,Qh,,-0.25
7,20.0,0,8d 8c,"received, received, calls",10d 9d 6d,folds,,,,,-2.0
6,86.0,0,3h 3s,"received, received, folds",,,,,,,0.0
6,86.0,0,10c 6d,"received, received, folds",3s 3c 6h,,,,,,0.0
5,20.0,2,2h 8s,"received, received, folds",6c 6d Jd,,7d,,,,-0.5
7,20.0,1,3h Qd,"received, received, folds",Qs 3d 7h,,4d,,,,-0.25
6,86.0,0,9c Jc,"received, received, folds",,,,,,,0.0
7,20.0,2,7s 8d,"received, received, folds",,,,,,,-0.5
7,87.0,1,6c 2d,"received, received, folds",,,,,,,-1.0
7,89.0,2,4c Jd,"received, received, folds",,,,,,,-2.0
7,89.0,0,5c 7d,"received, received, folds",4s 2s 9d,,8c,,5s,,0.0
7,86.0,0,Ah 10s,"received, received, raises, mucks",,,,,,,3.0
7,86.0,0,3s 6h,"received, received, folds",2h Qc Qd,,6d,,2s,,0.0
2,80.0,2,As 10s,"received, received, raises",2s 3s Ac,bets,8c,checks,,"bets, mucks",19.58
2,80.0,1,6s 7d,"received, received, calls, folds",,,,,,,-2.0
7,83.0,0,10h Ah,"received, received, raises, mucks",,,,,,,3.0
3,80.0,1,8d 7d,"received, received, raises, calls",3s 10d 5h,"checks, folds",,,,,-13.35
5,75.42,0,7d 5h,"received, received, folds",,,,,,,0.0
4,80.0,2,Qc 4c,"received, received, calls",Qh Jd Ah,"checks, calls",Ks,"bets, folds",,,-12.11
7,83.0,0,Js 9d,"received, received, folds",7c 6s 6h,,8d,,8s,,0.0
5,75.42,0,Kc 7d,"received, received, folds",3c Ac 8h,,,,,,0.0
7,80.0,0,Ad Jc,"received, received, raises, mucks",,,,,,,3.0
8,80.0,1,Ks 5h,"received, received, folds",,,,,,,-1.0
8,56.42,0,7s Qs,"received, received, folds",,,,,,,0.0
8,80.0,2,2d 8d,"received, received, folds",5s Kh 5c,,,,,,-2.0
7,56.42,0,Qh Jd,"received, received, folds",,,,,,,0.0
8,80.0,0,7d 9s,"received, received, folds",,,,,,,0.0
5,75.42,0,2c 10c,"received, received, folds",Qs 9s 8c,,6c,,5h,,0.0
7,59.92,0,Jd 10d,"received, received, raises, folds",,,,,,,-3.5
5,75.42,0,7h 8s,"received, received, folds",,,,,,,0.0
6,59.92,0,9d 3d,"received, received, folds",,,,,,,0.0
5,75.92,1,2h 5d,"received, received, folds",,,,,,,-0.5
8,80.0,0,6c Jd,"received, received, folds",Jh 10h 3s,,,,,,0.0
8,80.0,0,6c 5c,"received, received, folds",,,,,,,0.0
6,59.92,0,4h 10s,"received, received, folds",Ad 10h Ks,,3s,,,,0.0
6,63.06,2,Qs Ad,"received, received, raises",As 4d Kd,"bets, mucks",,,,,12.86
8,80.0,0,10s 7c,"received, received, folds",9h 10d 9c,,8h,,8c,,0.0
6,40.0,1,4c 4s,"received, received, raises",4h 3d 6s,bets,7h,"checks, calls",6h,"allin, mucks",19.92
7,40.0,2,Kd Js,"received, received, folds",,,,,,,-1.0
8,80.0,0,8d 9d,"received, received, folds",3d Qd 4c,,,,,,0.0
8,80.0,0,7c Jh,"received, received, folds",2s Jc Ad,,,,,,0.0
7,40.0,0,Kh 2c,"received, received, folds",3h 6c 4c,,9d,,,,0.0
8,80.0,1,3d 4c,"received, received, folds",9s 5s 9c,,2h,,,,-1.0
8,40.0,0,10s 2d,"received, received, folds",Kc 3h 2s,,8h,,,,0.0
7,80.98,2,10h Js,"received, received, calls",6c 5c 5h,"checks, folds",,,,,-5.0
2,21.0,1,9h 8d,"received, received, calls",Ah 3h Ks,"bets, mucks",,,,,0.9
3,20.5,2,3s As,"received, received, mucks",,,,,,,0.5
7,80.98,0,Qh 6s,"received, received, folds",,,,,,,0.0
5,21.0,1,4c 6d,"received, received, folds",,,,,,,-0.5
8,40.0,0,Qd 7d,"received, received, folds",9d 5d 9s,,3h,,4d,,0.0
7,80.98,0,Ah 6c,"received, received, folds",,,,,,,0.0
7,80.98,0,Qs 8d,"received, received, folds",,,,,,,0.0
5,22.0,2,Js 4h,"received, received, folds",,,,,,,-1.0
5,22.0,0,Jc 3d,"received, received, folds",,,,,,,0.0
9,45.55,0,6d 6h,"received, received, calls",Jd Qs Jc,calls,Ad,folds,,,-5.59
4,22.0,0,Kh 5d,"received, received, folds",7s 3s 6s,,7h,,Ad,,0.0
7,86.98,0,Ad 6h,"received, received, raises, folds",,,,,,,-6.0
9,40.0,0,Ad Jh,"received, received, raises",3c 9d Ah,"bets, mucks",,,,,5.55
7,87.98,1,7h 2h,"received, received, folds",,,,,,,-1.0
8,66.56,0,Qs Ks,"received, received, raises, folds",4d 4h 3h,,7c,,5d,,-3.5
4,20.5,0,4d 4h,"received, received, allin, mucks",,,,,,,1.5
9,40.0,1,2h 10h,"received, received, folds",,,,,,,-0.5
4,23.0,1,Ks 8s,"received, received, raises, folds",,,,,,,-2.5
7,89.98,2,6s 9d,"received, received, folds",Jd 7d 3h,,4s,,3c,,-2.0
5,23.0,0,4d 4s,"received, received, folds",,,,,,,0.0
9,40.0,2,Qs 2c,"received, received, folds",,,,,,,-1.0
3,41.8,1,2c 9h,"received, received, folds",,,,,,,-0.5
3,41.3,2,Ac 2s,"received, received, mucks",,,,,,,0.5
7,89.98,0,As 8c,"received, received, folds",5h Ah Kc,,,,,,0.0
8,66.56,0,4c 5h,"received, received, folds",5c Ad 4s,,2c,,2s,,0.0
3,44.3,0,Jc Qh,"received, received, raises, folds",,,,,,,-3.0
3,40.0,1,8c 10d,"received, received, calls, folds",,,,,,,-1.0
5,23.0,0,3c 4d,"received, received, folds",5s 8d Jh,,7s,,Jd,,0.0
7,89.98,0,9d 4c,"received, received, folds",,,,,,,0.0
5,23.0,0,4s 7c,"received, received, folds",,,,,,,0.0
3,44.8,1,9d 6c,"received, received, folds",,,,,,,-0.5
3,40.0,2,9c 4d,"received, received, folds",,,,,,,-1.0
8,66.56,0,6s 4d,"received, received, folds",,,,,,,0.0
5,23.5,1,3s 9d,"received, received, folds",,,,,,,-0.5
7,89.98,0,2h 3d,"received, received, folds",,,,,,,0.0
7,65.06,0,Jc Jd,"received, received, raises, mucks",,,,,,,1.5
7,65.06,0,6s Ad,"received, received, folds",,,,,,,0.0
4,42.1,2,9s 7h,"received, received, calls",2h Ah 9c,checks,4c,"bets, mucks",,,2.7
7,94.78,0,Ad 6d,"received, received, raises, folds",,,,,,,-4.8
5,24.5,2,Jc 6s,"received, received, folds",3c 9s 6d,,3d,,,,-1.0
9,94.78,0,Jc 6h,"received, received, folds",,,,,,,0.0
7,65.06,0,Qh Jd,"received, received, folds",5c Ks Ac,,Ad,,,,0.0
6,24.5,0,Qd 2s,"received, received, folds",2h Ad 10d,,6c,,2d,,0.0
5,42.1,0,4h 3c,"received, received, folds",5c 8s 6d,,5h,,2h,,0.0
6,42.1,0,4s 8s,"received, received, folds",,,,,,,0.0
6,24.5,0,10h 4s,"received, received, folds",,,,,,,0.0
9,95.78,1,3h As,"received, received, folds",Kd Ad 5s,,2c,,Kh,,-1.0
6,42.6,1,6d 8c,"received, received, folds",,,,,,,-0.5
7,49.71,0,Jc Jd,"received, received, raises, calls",9s 3s 9h,calls,Kc,checks,4c,"bets, mucks",15.35
6,20.0,0,Kc Ac,"received, received, allin, mucks",,,,,,,4.5
